refID,doi,pubmed_id,title,authors,journal,year,month,day,SiC_label_count,SiC_Type,amorphousSiC,otherSiC,crystalline_other_unspecified,crystalline_3C-SiC,crystalline_4H-SiC,crystalline_6H-SiC,Category_label_count,Category,NeuralEng,Biosensor,Cardiovascular,Orthopedic_Dental,DrugRelease,GeneralImplants_OtherTech,Data_label_count,Data_Reported,InVivo_animal,InVivo_human,MaterialProperties,FabricationMethods,Benchtop,CellCulture_InVitro,ExVivo
"Giolando, D 2002",10.1002/1521-3862(20020503)8:3<93::AID-CVDE93>3.0.CO;2-B,,CVD of alumina on carbon and silicon carbide microfiber substrates for microelectrode development,"Giolando, DM and Kirchhoff, JR and Mueller, H and Nguyen, PQ and Odeh, IN",CHEMICAL VAPOR DEPOSITION,2002,5,6,1,other,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,1,OtherTechnologies,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,2,"Fabrication,Benchtop",FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE
"Goel, S 2014",10.1016/j.jmbbm.2013.12.005,24444812,Incipient plasticity in 4H-SiC during quasistatic nanoindentation,"Goel, S and Yan, J and Luo, X and Agrawal, A",Journal of the mechanical behavior of biomedical materials,2014,6,,1,4H-SiC,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,1,Ortho_Dental,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,2,"MaterialProperties,Benchtop",FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE
"Gomez, R 2006",10.1007/s10544-006-6381-y,16491330,A SiC microdevice for the minimally invasive monitoring of ischemia in living tissues,"Gomez, R and Ivorra, A and Villa, R and Godignon, P and Millan, J and Erill, I and Sola,  A and Hotter, G and Palacios, L",Biomedical microdevices,2006,3,,1,6H-SiC,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,1,Cardiovascular,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,4,"Fabrication,MaterialProperties,Benchtop,InVivo_Animal",TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE
"Gonzalez, P 2003a",10.1016/s0142-9612(03)00405-8,14530079,New biomorphic SiC ceramics coated with bioactive glass for biomedical applications,"Gonzalez, P and  Serra, J and Liste, S and Chiussi, S and Leon, B and Perez-Amor, M and Martinez-Fernsndez, J and de Arellano-Lopez, AR and Varela-Feria, FM",Biomaterials,2003,11,,1,other,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,1,Ortho_Dental,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,2,"MaterialProperties,Benchtop",FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE
"Gonzalez, P 2003b",10.4028/www.scientific.net/KEM.254-256.1029,,Extensive studies on biomorphic SiC ceramics properties for medical applications,"Gonzalez, P and Borrajo, JP and Serra, J and Liste, S and Chiussi, S and Leon, B and Semmelmann, K and de Carlos, A and Varela-Feria, FM and Martinez-Fernandez, J and de Arellano-Lopez, AR",BIOCERAMICS 16,2003,12,15,1,other,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,1,OtherTechnologies,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,3,"Fabrication,MaterialProperties,CellCulture",FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE
"Gonzalez, P 2008",10.1002/jbm.a.31951,18384165,A new generation of bio-derived ceramic materials for medical applications,"Gonzalez, P and Borrajo, JP and Serra, P and  Chiussi, S and Leon, B and Martinez-Fernandez, J and Varela-Feria, FM and de Arellano-Lopez, AR and de Carlos, A and  Munoz, FM ad Lopez, M and Singh, M",Journal of biomedical materials research. Part A,2008,4,2,1,other,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,1,Ortho_Dental,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,3,"Benchtop,CellCulture,InVivo_Animal",TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE
"Gonzalez-Gonzalez, M 2023",10.1109/NER52421.2023.10123843,,Intraneural SiC multi electrodes to detect multimodal sensory signals,"Gonzalez-Gonzalez, M. A. and Ghazavi, A. and Cogan, S. and Romero-Ortega, M. ",2023 11th International IEEE/EMBS Conference on Neural Engineering (NER),2023,4,,1,a-SiC,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,1,Neural,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,2,"Fabrication,InVivo_Animal",TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
"Gryshkov, O 2016",10.1016/j.msec.2016.05.113,27524006,Porous biomorphic silicon carbide ceramics coated with hydroxyapatite as prospective materials for bone implants,"Gryshkov, O and Klyui, NI and Temchenko, VP and Kyselov, VS and Chatterjee, A and Belyaev, AE and Lauterboeck, L and Iarmolenko, D and Glasmacher, B","Materials science & engineering. C, Materials for biological applications",2016,11,1,1,other,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,1,Ortho_Dental,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,3,"Fabrication,MaterialProperties,CellCulture",FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE
"Haghighi, P 2025",10.3390/mi16020113,40047565,Enhanced Performance of Novel Amorphous Silicon Carbide Microelectrode Arrays in Rat Motor Cortex,"Haghighi, P and Jeakle, EN and Sturgill, BS and Abbott, JR and Solis, E and Devata, VS and Vijayakumar, G and Hernandez-Reynoso, AG and Cogan, SF and Pancrazio, JJ",Micromachines,2025,1,21,1,a-SiC,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,1,Neural,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,3,"Fabrication,Benchtop,InVivo_Animal",TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE
"Haine, S 2013",10.1016/j.cjca.2012.11.030,23422360,Difference in clinical target lesion revascularization between a silicon carbide-coated and an uncoated thin strut bare-metal stent: the PRO-Vision study,"Haine, SE and Cornez, BM and Jacobs, JM and Miljoen, HP and Vandendriessche, TR and Claeys, MJ and Bosmans, JM and Vrints, CJ",Canadian Journal of Cardiology,2013,9,,1,a-SiC,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,1,Cardiovascular,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,2,"MaterialProperties,InVivo_Human",FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
"Hanekamp, C 1998",10.1080/acc.1.2.81.85,12623396,Initial results and long-term clinical follow-up of an amorphous hydrogenated silicon-carbide-coated stent in daily practice,"Hanekamp, CEE and Bonnier, HJ and Michels, RH and Peels, KH and Heijmen, EP and Hagen, Ev E and Koolen, JJ",International Journal of Cardiovascular Interventions,1998,1,,1,a-SiC,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,1,Cardiovascular,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,3,"MaterialProperties,CellCulture,InVivo_Human",FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE
"Hanekamp, C 2004",10.1016/j.amjcard.2004.01.066,15135695,Randomized comparison of balloon angioplasty versus silicon carbon-coated stent implantation for de novo lesions in small coronary arteries,"Hanekamp, C and Koolen, J and Bonnier, H and Oldroyd, K and de Boer, MJ and Heublein, B and Visser, C",The American Journal of Cardiology,2004,5,,1,a-SiC,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,1,Cardiovascular,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,3,"MaterialProperties,CellCulture,InVivo_Human",FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE
"Hansen, K 2019",10.1186/s12872-019-1199-8,31619181,"Do ultrathin strut bare-metal stents with passive coating improve efficacy in large coronary arteries? Insights from the randomized, multicenter BASKET-PROVE trials","Hansen, KW and Jeger, R and Sørensen, R and Kaiser, C and Pfisterer, M and Biering-Sorensen, T and Bjerking, LH and Galatius, S",BMC cardiovascular disorders,2019,10,16,1,other,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,1,Cardiovascular,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,3,"MaterialProperties,CellCulture,InVivo_Human",FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE
"Hasebe, T 2011",10.1016/j.diamond.2011.04.014,,Design for improved adhesion of fluorine-incorporated hydrogenated amorphous carbon on metallic stent: Three-layered structure with controlled surface free energy,"Hasebe, T and Murakami, K and Nagashima, S and Yoshimoto, Y and Ihara, A and Otake, M and Kasai, R and Kasuya, S and Kitamura, N and Kamijo, A and Terada, H and Hotta, A and Takahashi, K and Suzuki, T",DIAMOND AND RELATED MATERIALS,2011,3,,1,a-SiC,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,1,Cardiovascular,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,3,"Fabrication,MaterialProperties,Benchtop",FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE
"Hashiguchi, K 1999",10.2535/ofaj1936.75.6_281,10217946,Mechanical and histological investigations on pressureless sintered SiC dental implants,"Hashiguchi, K and Hashimoto, K",Okajimas folia anatomica Japonica,1999,3,23,1,other,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,1,Ortho_Dental,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,3,"Fabrication,CellCulture,InVivo_Animal",TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE
"Herbirowo, S 2017",10.1063/1.4976762,,Ex-Situ Manufacturing of SiC-Doped MgB<sub>2</sub> Used for Superconducting Wire in Medical Device Applications,"Herbirowo, S and Imaduddin, A and Sofyan, N and Yuwono, AH","BIOMEDICAL ENGINEERING'S RECENT PROGRESS IN BIOMATERIALS, DRUGS DEVELOPMENT, AND MEDICAL DEVICES",2017,2,21,1,other,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,1,OtherTechnologies,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,3,"Fabrication,MaterialProperties,Benchtop",FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE
"Herrera-Celis, J 2015",10.1109/SBMicro.2015.7298142,,Design of an interdigitated microelectrode biosensor using a-SiC:H surface to capture E. coli,"Herrera-Celis, JL  and  Reyes-Betanzo, C and Diaz, AO",2015 30th Symposium on Microelectronics Technology and Devices (SBMicro),2015,8,,1,a-SiC,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,1,Biosensors,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,2,"Fabrication,CellCulture",FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE
"Herrera-Celis, J 2017",10.1149/2.0891713jes,,Interdigitated Microelectrode Arrays Based on Non-Cytotoxic a-SixC1-x:H for E. coli Detection,"Herrera-Celis, J and Reyes-Betanzo, C and Torres-Jacome, A and Hernandez-Flores, A and Itzmoyotl-Toxqui, A and Aca-Aca, V and Gelvez-Lizarazo, O and Culebro-Gomez, A and Zazueta-Gambino, A and Orduna-Diaz, A and Morales-Chavez, J and Salinas-Dominguez, R and Saddow, S and Noble, K",JOURNAL OF THE ELECTROCHEMICAL SOCIETY,2017,10,23,1,a-SiC,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,1,Biosensors,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,3,"Fabrication,Benchtop,CellCulture",FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE
"Heublein, B 1998a",10.1177/152660289800500107,9497204,Silicon carbide-coated stents: clinical experience in coronary lesions with increased thrombotic risk,"Heublein, Bernd and Ozbek, C and Pethig, Klaus",Journal of endovascular surgery : the official journal of the International Society for Endovascular Surgery,1998,2,,1,other,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,1,Cardiovascular,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,2,"CellCulture,InVivo_Human",FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE
"Heublein, B 1998b",,10762797,Silicon Carbide Coating - A Semiconducting Hybrid Design of Coronary Stents - A Feasibility Study,"Heublein, B and Pethig, K and Elsayed, AM",The Journal of invasive cardiology,1998,6,,1,other,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,1,Cardiovascular,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,2,"CellCulture,InVivo_Human",FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE
"Hevorkia, E 2024",10.15407/fm31.03.351,,Composite material based on zirconium dioxide partially stabilised with cerium oxide and aluminium oxide for bioengineering applications,"Hevorkia, ES and Morozova, OM and Nerubatskyi, VP and Chyshkala, VO and Sofronov, DS and Moya, S and Abarrategi, A and Arnai, B and Bondarenko, MA and Vov, RV",FUNCTIONAL MATERIALS,2024,,,1,other,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,1,OtherTechnologies,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,3,"Fabrication,MaterialProperties,CellCulture",FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE
"Hochreiter, A 2023",10.1038/s41598-023-46110-2,37925526,Electrochemical etching strategy for shaping monolithic 3D structures from 4H-SiC wafers,"Hochreiter, A and GroB, F and Moller, MN and Krieger, M and Weber, HB",Scientific reports,2023,11,4,1,4H-SiC,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,1,OtherTechnologies,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,2,"Fabrication,MaterialProperties",FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE
"Hsu, J 2007",10.1016/j.tsf.2007.04.050,18437249,Characterization of a-SiC(x):H thin films as an encapsulation material for integrated silicon based neural interface devices,"Hsu, JM and Tathireddy, P and Rieth, L and Normann, AR and Solzbacher, F",Thin solid films,2007,11,1,1,a-SiC,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,1,Neural,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,3,"Fabrication,MaterialProperties,Benchtop",FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE
"Hsu, J 2008",10.18494/SAM.2008.515,N/A,"Effect of thermal and deposition processes on surface morphology, crystallinity, and adhesion of Parylene-C","Hsu, JM and Rieth, L and Kammer, S and Orthner, M and Solzbacher, F",SENSORS AND MATERIALS,2008,2,4,1,a-SiC,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,1,Neural,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,3,"Fabrication,MaterialProperties,Benchtop",FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE
"Hsu, S 2021",10.3390/jfb12030052,34564201,In Vitro Corrosion of SiC-Coated Anodized Ti Nano-Tubular Surfaces,"Hsu, SM and Fares, C and Xia, X and Rasel, MAJ and Ketter, J and Afonso Camargo, SE and Haque, MA and Ren, F and Esquivel-Upshaw, JF",Journal of functional biomaterials,2021,9,16,1,a-SiC,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,1,Ortho_Dental,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,2,"Fabrication,MaterialProperties",FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE
"Ikeuchi, K 2001",https://www.researchgate.net/publication/32138585_Effect_of_tribochemical_reaction_on_wear_of_silicon_carbide_for_joint_prostheses,,Effect of tribochemical reaction on wear of silicon carbide for joint prostheses,"Ikeuchi, K and Morita, Y and Yoshida, H and Kusaka, J",JOURNAL OF CERAMIC PROCESSING RESEARCH,2001,,,1,other,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,1,Ortho_Dental,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,2,"MaterialProperties,Benchtop",FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE
"Imai, K 1990",10.1002/jbm.820240102,2303498,Thermodynamic study of phase transfer of precipitates on SiC whisker reinforced glass ceramics,"Imai, K and Yuge, T and Ito, S and Kawase, T and Saito, S",Journal of biomedical materials research,1990,1,1,1,other,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,1,Ortho_Dental,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,3,"MaterialProperties,Benchtop,InVivo_Animal",TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE
"Isfort, P 2012",10.1055/s-0031-1299485,22516963,Silicon carbide-enhanced microwave ablation in an ex-vivo bovine liver model - effects on heat distribution and ablation volume,"Isfort, P and Penzkofer, T and Bruners, P and Schmitz-Rode, T and Kuhl, CK and Mahnken, AH",RoFo : Fortschritte auf dem Gebiete der Rontgenstrahlen und der Nuklearmedizin,2012,6,,1,other,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,1,OtherTechnologies,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,1,ExVivo,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
"Jang, T 2024",10.3390/ma17235734,39685170,Investigating Structural and Surface Modifications in Ion-Implanted 4H-SiC for Enhanced Dopant Distribution Analysis in Power Semiconductors,"Jang, T and Byeon, M and Kang, M and Lee, SG and Lee, JH and Lee, SG and Min, WJ and Hong, TE","Materials (Basel, Switzerland)",2024,11,23,1,4H-SiC,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,1,OtherTechnologies,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,3,"Fabrication,MaterialProperties,Benchtop",FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE
"Jeakle, E 2023",10.3390/mi14030680,36985087,Chronic Stability of Local Field Potentials Using Amorphous Silicon Carbide Microelectrode Arrays Implanted in the Rat Motor Cortex,"Jeakle, EN and Abbott, JR and Usoro, JO and Wu, Y and Haghighi, P and Radhakrishna, R and Sturgill, BS and Nakajima, S and Thai, TTD and Pancrazio, JJ and Cogan, SF and Hernandez-Reynoso, AG",Micromachines,2023,3,19,1,a-SiC,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,1,Neural,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,3,"Fabrication,Benchtop,InVivo_Animal",TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE
"Jeakle, E 2024",10.1109/EMBC53108.2024.10781643,,Tracking single units across time using 16-channel microelectrode arrays,"Jeakle, E. N. and Abbott, J. R. and Smith, T. J. and Cogan, S. F. and Hernandez-Reynoso, A. G. and Pancrazio, J. J.",2024 46th Annual International Conference of the IEEE Engineering in Medicine and Biology Society (EMBC),2024,7,15,1,a-SiC,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,1,Neural,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,1,InVivo_Animal,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"Jia, H 2019",10.1109/MEMSYS.2019.8870826,,Tracing and Resolving Microparticle Aquatic Mass Motion and Distribution on Multimode Silicon Carbide Microdisk Resonators,"Jia, H and Feng, PX-L ",2019 IEEE 32nd International Conference on Micro Electro Mechanical Systems (MEMS),2019,,,1,other,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,1,Biosensors,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,2,"Fabrication,Benchtop",FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE
"Joshi-Imre, A 2019",10.1088/1741-2552/ab1bc8,31013489,Chronic recording and electrochemical performance of amorphous silicon carbide-coated Utah electrode arrays implanted in rat motor cortex,"Joshi-Imre, A and Black, BJ and Abbott, J and Kanneganti, A and Rihani, R and Chakraborty, B and Danda, VR and Maeng, J and Sharma, R and Rieth, L and Negi, S and Pancrazio, JJ and Cogan, SF",Journal of neural engineering,2019,7,10,1,a-SiC,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,1,Neural,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,3,"Fabrication,Benchtop,InVivo_Animal",TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE
"Kajimoto, N 2025",10.4012/dmj.2024-170,,Fabrication of resin cements capable of disintegrating by near-infrared radiation intended for cemented prosthesis removal,"Kajimoto, N and Maruta, M and Minamisawa, H and Sato, T and Hamada, K and Tsuru, K",Dental materials journal,2025,1,31,1,other,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,1,Ortho_Dental,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,2,"MaterialProperties,CellCulture",FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE
"Khazaka, R 2015",10.1016/j.matlet.2015.07.071,,Toward high-quality 3C-SiC membrane on a 3C-SiC pseudo-substrate,"Khazaka, R and Bahette, E and Portail, M and Alquier, D and Michaud, JF",MATERIALS LETTERS,2015,12,1,1,3C-SiC,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,1,OtherTechnologies,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,2,"Fabrication,MaterialProperties",FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE
"Kim, B 2003",10.1023/A:1023282915616,,Effect of plasma and control parameters on SiC etching in a C2F6 plasma,"Kim, B and Lee, BT",PLASMA CHEMISTRY AND PLASMA PROCESSING,2003,9,1,1,4H-SiC,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,1,OtherTechnologies,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,1,Fabrication,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
"Kim, B 2005",10.1007/s00339-004-2774-z,,Low pressure plasma etching of silicon carbide,"Kim, B and Kim, S and Lee, BT",APPLIED PHYSICS A-MATERIALS SCIENCE & PROCESSING,2005,9,1,1,other,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,1,OtherTechnologies,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,1,Fabrication,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
"Kim, B 2007",10.1016/j.mee.2006.11.010,,Partial X-ray photoelectron spectroscopy to constructing neural network model of plasma etching surface,"Kim, B and Kim, WS",MICROELECTRONIC ENGINEERING,2007,1,4,1,other,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,1,OtherTechnologies,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,1,Fabrication,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
"Klein, E 2018",10.3389/fnins.2018.00659,30327585,High-Density μLED-Based Optical Cochlear Implant With Improved Thermomechanical Behavior,"Klein, E and Gossler, C and Paul, O and Ruther, P",Frontiers in neuroscience,2018,10,1,1,other,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,1,Neural,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,2,"Fabrication,MaterialProperties",FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE
"Knaack, G 2016",10.3389/fnins.2016.00301,27445672,In vivo Characterization of Amorphous Silicon Carbide As a Biomaterial for Chronic Neural Interfaces,"Knaack, GL and McHail, DG and Borda, G and Koo, B and Peixoto, N and Cogan, SF and Dumas, TC and Pancrazio, JJ",Frontiers in neuroscience,2016,6,27,1,a-SiC,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,1,Neural,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,2,"Fabrication,InVivo_Animal",TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
"Kuliasha, C 2018",10.1109/EMBC.2018.8513458,30441478,in vitro Reactive-Accelerated-Aging (RAA) Assessment of Tissue-Engineered Electronic Nerve Interfaces (TEENI),"Kuliasha, C. A. and Judy, J. W.",2018 40th Annual International Conference of the IEEE Engineering in Medicine and Biology Society (EMBC),2018,7,,1,a-SiC,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,1,Neural,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,3,"Fabrication,MaterialProperties,Benchtop",FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE
